"Name","Live Bytes","Live Objects"
"net.bytebuddy.implementation.attribute.AnnotationValueFilter$Default$1","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.AnnotationValueFilter$Default$2","24 B (0%)","1 (0%)"
"net.bytebuddy.TypeCache$Sort$2","24 B (0%)","1 (0%)"
"net.bytebuddy.TypeCache$Sort$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.AutoConfigurationImportSelector$AutoConfigurationEntry","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType$Dispatcher$CreationAction","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathRetryOnInterrupt","24 B (0%)","1 (0%)"
"org.springframework.context.support.ApplicationContextAwareProcessor","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.DefaultMethod$Binder[]","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathNioMapped","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodDelegationBinder$BindingResolver$Default","24 B (0%)","1 (0%)"
"java.util.Locale$Category[]","24 B (0%)","1 (0%)"
"java.net.StandardProtocolFamily[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration$$FastClassBySpringCGLIB$$dd612791","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.FieldAccessor$FieldLocation$Relative","24 B (0%)","1 (0%)"
"org.hibernate.id.enhanced.NoopOptimizer","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.websocket.servlet.WebSocketServletAutoConfiguration$TomcatWebSocketConfiguration$$FastClassBySpringCGLIB$$f1131e4a","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.ArgumentTypeResolver[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.auxiliary.AuxiliaryType$NamingStrategy$SuffixingRandom","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.InstantJavaDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.jpa.internal.MutableJpaComplianceImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$Visitor$Reifying[]","24 B (0%)","1 (0%)"
"org.hibernate.annotations.PolymorphismType[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration$$EnhancerBySpringCGLIB$$fed7f69f$$FastClassBySpringCGLIB$$54d5c095","24 B (0%)","1 (0%)"
"java.time.format.DecimalStyle","24 B (0%)","1 (0%)"
"org.springframework.context.annotation.ConfigurationClassEnhancer$ConditionalCallbackFilter","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.ServletWebServerFactoryConfiguration$EmbeddedTomcat$$EnhancerBySpringCGLIB$$201f5b91$$FastClassBySpringCGLIB$$5ad24c2c","24 B (0%)","1 (0%)"
"org.apache.catalina.mapper.Mapper$MappedWrapper","24 B (0%)","1 (0%)"
"org.springframework.http.HttpEntity","24 B (0%)","1 (0%)"
"org.hibernate.boot.registry.selector.internal.StrategySelectorImpl","24 B (0%)","1 (0%)"
"org.hibernate.validator.internal.metadata.descriptor.ConstraintDescriptorImpl$ConstraintType[]","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.StoredProcedureAttributeSource","24 B (0%)","1 (0%)"
"jdk.management.jfr.StreamManager","24 B (0%)","1 (0%)"
"sun.reflect.annotation.TypeAnnotation$LocationInfo","24 B (0%)","1 (0%)"
"org.h2.engine.Engine","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$2de7bdb$$FastClassBySpringCGLIB$$aee1d412","24 B (0%)","1 (0%)"
"sun.management.MemoryImpl","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.spi.TurboFilterList","24 B (0%)","1 (0%)"
"org.springframework.core.OrderComparator$$Lambda$514.0x0000000800eae500","24 B (0%)","1 (0%)"
"java.util.logging.LogManager$LoggerContext","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.TypeInitializer$None[]","24 B (0%)","1 (0%)"
"org.springframework.http.MediaType[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.metadata.DataSourcePoolMetadataProvidersConfiguration$HikariPoolDataSourceMetadataProviderConfiguration$$EnhancerBySpringCGLIB$$15f4118b$$FastClassBySpringCGLIB$$82644e76","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.validation.ValidationManager","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType$Dispatcher$ForJava11CapableVm","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.annotation.JsonSetter$Value","24 B (0%)","1 (0%)"
"org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor$MethodHandleLookup$1","24 B (0%)","1 (0%)"
"org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor$MethodHandleLookup$3","24 B (0%)","1 (0%)"
"org.springframework.data.projection.DefaultMethodInvokingMethodInterceptor$MethodHandleLookup$2","24 B (0%)","1 (0%)"
"org.springframework.web.method.annotation.RequestHeaderMethodArgumentResolver","24 B (0%)","1 (0%)"
"org.slf4j.helpers.FormattingTuple","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.UUIDEditor","24 B (0%)","1 (0%)"
"org.thymeleaf.engine.TemplateModel","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletRegistrationConfiguration$$FastClassBySpringCGLIB$$20b85eab","24 B (0%)","1 (0%)"
"org.springframework.core.ReactiveAdapterRegistry","24 B (0%)","1 (0%)"
"net.bytebuddy.description.annotation.AnnotationSource$Empty","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.JavaBeanBinder$Bean","24 B (0%)","1 (0%)"
"net.bytebuddy.asm.AsmVisitorWrapper$NoOp","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.file.ConfigurationSource$1","24 B (0%)","1 (0%)"
"sun.nio.ch.WindowsSelectorImpl$MapEntry","24 B (0%)","1 (0%)"
"javax.el.Util$CacheKey","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.databind.introspect.JacksonAnnotationIntrospector","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.DistanceFormatter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.bind.BindConverter$TypeConverterConversionService","24 B (0%)","1 (0%)"
"java.nio.file.CopyOption[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.BindingPriority$Resolver","24 B (0%)","1 (0%)"
"javax.websocket.CloseReason","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.net.NioBlockingSelector","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.BeanWrapperPropertyAccessorFactory[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodDelegationBinder$TerminationHandler$Default$2","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$EnhancerBySpringCGLIB$$3cb477db$$FastClassBySpringCGLIB$$ada39f2a","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodDelegationBinder$TerminationHandler$Default$1","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Empty$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$EnhancerBySpringCGLIB$$c37d2b51$$FastClassBySpringCGLIB$$2ed47bfd","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$2","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$3","24 B (0%)","1 (0%)"
"com.sun.beans.util.Cache$Kind$1","24 B (0%)","1 (0%)"
"org.apache.catalina.mapper.Mapper$MappedContext[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.AnnotationValueFilter$Default[]","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.subclass.SubclassImplementationTarget$OriginTypeResolver[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$TomcatWebServerFactoryCustomizerConfiguration$$EnhancerBySpringCGLIB$$bbc87675$$FastClassBySpringCGLIB$$c08a5c02","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.BlobTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.engine.internal.AbstractEntityEntry$BooleanState[]","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.Constants$ArrayEnumeration","24 B (0%)","1 (0%)"
"javax.persistence.FlushModeType[]","24 B (0%)","1 (0%)"
"org.hibernate.hql.internal.ast.util.LiteralProcessor$DecimalLiteralFormat[]","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory[]","24 B (0%)","1 (0%)"
"org.springframework.data.repository.query.parser.PartTree$Predicate","24 B (0%)","1 (0%)"
"org.hibernate.dialect.lock.OptimisticLockingStrategy","24 B (0%)","1 (0%)"
"org.hibernate.cfg.BaselineSessionEventsListenerBuilder","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpProperties$Encoding$Type[]","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$$FastClassBySpringCGLIB$$58253c05","24 B (0%)","1 (0%)"
"org.springframework.beans.propertyeditors.ZoneIdEditor","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Argument$Binder[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.DefaultCall$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.HibernateProperties$Naming","24 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.ProxyLeakTaskFactory","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType","24 B (0%)","1 (0%)"
"org.apache.catalina.core.StandardContext$ContextFilterMaps","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.FloatTypeDescriptor","24 B (0%)","1 (0%)"
"org.springframework.data.projection.ProxyProjectionFactory$MapAccessingMethodInterceptorFactory","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathNioMem","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.util.JpaMetamodel","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.support.CrudMethodMetadataPostProcessor$CrudMethodMetadataPopulatingMethodInterceptor","24 B (0%)","1 (0%)"
"com.sun.jmx.mbeanserver.StandardMBeanSupport","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration$TransactionTemplateConfiguration$$EnhancerBySpringCGLIB$$b42746e9$$FastClassBySpringCGLIB$$22aaa969","24 B (0%)","1 (0%)"
"jdk.internal.util.jar.JarIndex","24 B (0%)","1 (0%)"
"java.util.concurrent.CompletableFuture","24 B (0%)","1 (0%)"
"org.hibernate.tuple.entity.EntityMetamodel$GenerationStrategyPair","24 B (0%)","1 (0%)"
"jdk.internal.module.ModuleHashes","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.MethodNameEqualityResolver","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration$$FastClassBySpringCGLIB$$28b34ea5","24 B (0%)","1 (0%)"
"com.sun.management.internal.OperatingSystemImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jdbc.DataSourceConfiguration$Hikari$$FastClassBySpringCGLIB$$a48d9188","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.IntegerTypeDescriptor","24 B (0%)","1 (0%)"
"sun.management.CompilationImpl","24 B (0%)","1 (0%)"
"org.springframework.boot.context.ConfigurationWarningsApplicationContextInitializer$Check[]","24 B (0%)","1 (0%)"
"org.h2.util.TempFileDeleter","24 B (0%)","1 (0%)"
"org.springframework.data.repository.util.QueryExecutionConverters$IterableToStreamableConverter","24 B (0%)","1 (0%)"
"sun.util.locale.provider.DateFormatSymbolsProviderImpl","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.AllArguments$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.info.ProjectInfoProperties$Git","24 B (0%)","1 (0%)"
"java.lang.invoke.VarHandles$1","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration$$FastClassBySpringCGLIB$$e47cbe33","24 B (0%)","1 (0%)"
"org.springframework.web.method.support.CompositeUriComponentsContributor","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.ErrorPageRegistrarBeanPostProcessor","24 B (0%)","1 (0%)"
"org.springframework.data.geo.format.PointFormatter[]","24 B (0%)","1 (0%)"
"org.springframework.boot.DefaultApplicationArguments","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration$$EnhancerBySpringCGLIB$$7e941140$$FastClassBySpringCGLIB$$13285bca","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.ParameterLengthResolver","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.WebMvcProperties$View","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.ResourceProperties$Fixed","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.TypeAttributeAppender$ForInstrumentedType[]","24 B (0%)","1 (0%)"
"java.security.ProtectionDomain$JavaSecurityAccessImpl$1","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ClassTypeDescriptor","24 B (0%)","1 (0%)"
"org.springframework.transaction.interceptor.BeanFactoryTransactionAttributeSourceAdvisor$1","24 B (0%)","1 (0%)"
"org.springframework.aop.target.EmptyTargetSource","24 B (0%)","1 (0%)"
"org.hibernate.jpa.event.internal.CallbackBuilderLegacyImpl","24 B (0%)","1 (0%)"
"ch.qos.logback.classic.util.LogbackMDCAdapter","24 B (0%)","1 (0%)"
"org.hibernate.boot.internal.IdGeneratorInterpreterImpl","24 B (0%)","1 (0%)"
"org.springframework.context.annotation.MBeanExportConfiguration$SpecificPlatform[]","24 B (0%)","1 (0%)"
"org.thymeleaf.linkbuilder.StandardLinkBuilder","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.source.ConfigurationPropertySourcesPropertySource","24 B (0%)","1 (0%)"
"java.util.ResourceBundle$Control$CandidateListCache","24 B (0%)","1 (0%)"
"org.h2.expression.SequenceValue","24 B (0%)","1 (0%)"
"org.apache.catalina.startup.CatalinaBaseConfigurationSource","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.DeclaringTypeResolver[]","24 B (0%)","1 (0%)"
"org.springframework.beans.factory.support.AutowireCandidateQualifier","24 B (0%)","1 (0%)"
"org.springframework.core.annotation.SynthesizedAnnotationInvocationHandler","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$StringHttpMessageConverterConfiguration$$FastClassBySpringCGLIB$$a19557ef","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAvailabilityProvider","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$Generic$AnnotationReader$NoOp","24 B (0%)","1 (0%)"
"org.springframework.core.convert.support.GenericConversionService","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.datatype.jsr310.deser.LocalDateDeserializer","24 B (0%)","1 (0%)"
"org.springframework.boot.web.client.RestTemplateBuilder$RequestFactoryCustomizer","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$EnhancerBySpringCGLIB$$cfd0b53b$$FastClassBySpringCGLIB$$e111471b","24 B (0%)","1 (0%)"
"org.hibernate.dialect.function.StandardAnsiSqlAggregationFunctions$MinFunction","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bytecode.StackManipulation$Trivial","24 B (0%)","1 (0%)"
"net.bytebuddy.description.method.MethodList$ForLoadedMethods","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.ByteTypeDescriptor","24 B (0%)","1 (0%)"
"org.hibernate.internal.SessionFactoryRegistry","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$1","24 B (0%)","1 (0%)"
"sun.nio.cs.ThreadLocalCoders$2","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Super$Binder[]","24 B (0%)","1 (0%)"
"org.springframework.orm.hibernate5.SpringBeanContainer","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$1","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$3","24 B (0%)","1 (0%)"
"org.hibernate.tuple.GenerationTiming$2","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration$BootstrapExecutorCondition","24 B (0%)","1 (0%)"
"com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter","24 B (0%)","1 (0%)"
"org.springframework.data.domain.Sort$Direction[]","24 B (0%)","1 (0%)"
"com.fasterxml.jackson.core.io.JsonStringEncoder","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.ParameterLengthResolver[]","24 B (0%)","1 (0%)"
"org.springframework.data.mapping.model.PreferredConstructorDiscoverer$Discoverers[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.attribute.FieldAttributeAppender$ForInstrumentedField","24 B (0%)","1 (0%)"
"org.h2.store.fs.FilePathNioMemLZF","24 B (0%)","1 (0%)"
"org.h2.mvstore.tx.TransactionStore$ArrayType","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.Transformer$NoOp[]","24 B (0%)","1 (0%)"
"org.apache.tomcat.util.buf.CharsetCache$DummyCharset","24 B (0%)","1 (0%)"
"org.springframework.boot.web.server.WebServerFactoryCustomizerBeanPostProcessor","24 B (0%)","1 (0%)"
"org.attoparser.config.ParseConfiguration$ParsingMode[]","24 B (0%)","1 (0%)"
"org.springframework.core.ResolvableType$WildcardBounds$Kind[]","24 B (0%)","1 (0%)"
"org.hibernate.EntityMode[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.Implementation$Context$Default$Factory","24 B (0%)","1 (0%)"
"org.springframework.orm.jpa.vendor.SpringHibernateJpaPersistenceProvider","24 B (0%)","1 (0%)"
"org.hibernate.id.factory.internal.DefaultIdentifierGeneratorFactory","24 B (0%)","1 (0%)"
"java.util.OptionalInt","24 B (0%)","1 (0%)"
"org.springframework.boot.context.properties.ConfigurationBeanFactoryMetadata","24 B (0%)","1 (0%)"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter","24 B (0%)","1 (0%)"
"org.springframework.context.support.PropertySourcesPlaceholderConfigurer$$Lambda$402.0x0000000800e6b078","24 B (0%)","1 (0%)"
"sun.util.cldr.CLDRTimeZoneNameProviderImpl","24 B (0%)","1 (0%)"
"javax.persistence.criteria.Expression[]","24 B (0%)","1 (0%)"
"org.springframework.beans.CachedIntrospectionResults","24 B (0%)","1 (0%)"
"org.springframework.validation.beanvalidation.LocalValidatorFactoryBean$1","24 B (0%)","1 (0%)"
"net.bytebuddy.dynamic.scaffold.FieldLocator$ForClassHierarchy$Factory[]","24 B (0%)","1 (0%)"
"net.bytebuddy.ClassFileVersion$VersionLocator$CreationAction","24 B (0%)","1 (0%)"
"com.zaxxer.hikari.pool.HikariPool$HouseKeeper","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.JacksonHttpMessageConvertersConfiguration$MappingJackson2HttpMessageConverterConfiguration$$FastClassBySpringCGLIB$$cc27d3ef","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.thymeleaf.ThymeleafAutoConfiguration$ThymeleafWebMvcConfiguration$ThymeleafViewResolverConfiguration$$FastClassBySpringCGLIB$$808828a6","24 B (0%)","1 (0%)"
"org.apache.catalina.mapper.Mapper$MappedHost[]","24 B (0%)","1 (0%)"
"java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet$1","24 B (0%)","1 (0%)"
"java.util.Collections$SynchronizedCollection","24 B (0%)","1 (0%)"
"org.springframework.data.repository.query.QueryMethod$$Lambda$738.0x0000000801170ee0","24 B (0%)","1 (0%)"
"org.springframework.data.jpa.repository.query.JpaResultConverters$BlobToByteArrayConverter","24 B (0%)","1 (0%)"
"com.fasterxml.classmate.AnnotationConfiguration$StdConfiguration","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.http.HttpMessageConvertersAutoConfiguration$$FastClassBySpringCGLIB$$ba15c54f","24 B (0%)","1 (0%)"
"org.springframework.data.repository.core.support.RepositoryFactorySupport$ImplementationMethodExecutionInterceptor","24 B (0%)","1 (0%)"
"java.lang.invoke.MethodHandles$Lookup$ClassOption[]","24 B (0%)","1 (0%)"
"net.bytebuddy.implementation.bind.annotation.Empty$Binder","24 B (0%)","1 (0%)"
"net.bytebuddy.description.type.TypeDescription$ForLoadedType$Dispatcher$CreationAction[]","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$$EnhancerBySpringCGLIB$$f33c06c7$$FastClassBySpringCGLIB$$74e20c55","24 B (0%)","1 (0%)"
"org.hibernate.type.descriptor.java.OffsetDateTimeJavaDescriptor","24 B (0%)","1 (0%)"
"org.springframework.boot.autoconfigure.web.servlet.DispatcherServletAutoConfiguration$DispatcherServletConfiguration$$FastClassBySpringCGLIB$$c3057e4","24 B (0%)","1 (0%)"
